Transaction_ID,Customer_ID,Brand,Purchase_Amount,Cashback,Payment_Method,Transaction_Count,Fraud
T207685,C110863,Flipkart,7375,334,Credit Card,2,0
T207686,C106770,MakeMyTrip,1308,91,Credit Card,2,0
T207687,C114914,Nykaa,4553,148,Net Banking,2,0
T207688,C101409,Amazon,1857,237,Debit Card,2,0
T207689,C112942,Amazon,9467,173,Debit Card,2,0
T207690,C123926,MakeMyTrip,5704,48,Net Banking,2,0
T207691,C106278,Swiggy,5186,61,UPI,1,0
T207692,C120755,Ajio,5818,269,Net Banking,1,0
T207693,C114523,PVR,2461,496,UPI,4,0
T207694,C104359,Myntra,5649,190,UPI,3,0
T207695,C122617,MakeMyTrip,3444,337,Debit Card,4,0
T207696,C104743,Myntra,4459,242,Credit Card,2,0
T207697,C104893,PVR,1238,482,Debit Card,1,0
T207698,C113139,Flipkart,619,416,UPI,6,0
T207699,C108885,Flipkart,9763,479,UPI,1,1
T207700,C112667,Zomato,367,440,Net Banking,1,0
T207701,C115028,MakeMyTrip,1333,372,Credit Card,2,0
T207702,C100733,Ajio,9479,367,Debit Card,1,0
T207703,C122558,Ajio,4765,21,Debit Card,1,0
T207704,C120483,Zomato,2561,170,Debit Card,4,0
T207705,C113724,Uber,1784,162,Debit Card,2,0
T207706,C121597,MakeMyTrip,4973,15,UPI,1,0
T207707,C100760,Amazon,1205,28,Net Banking,2,0
T207708,C117941,Uber,966,85,Credit Card,2,0
T207709,C112790,PVR,3238,299,Net Banking,3,0
T207710,C109853,Myntra,1591,391,Net Banking,2,0
T207711,C112383,Swiggy,5792,473,Credit Card,3,0
T207712,C121387,Nykaa,8678,365,Debit Card,1,0
T207713,C124093,Swiggy,9026,214,UPI,1,0
T207714,C113505,Myntra,5922,54,Credit Card,1,0
T207715,C100890,Myntra,1894,335,Net Banking,2,0
T207716,C106341,Nykaa,5736,92,Debit Card,2,0
T207717,C102666,Ajio,7185,216,UPI,2,0
T207718,C107786,Myntra,1894,305,Credit Card,2,0
T207719,C102466,Flipkart,5651,376,UPI,2,0
T207720,C115695,MakeMyTrip,1102,137,UPI,1,0
T207721,C112335,Amazon,8955,440,Debit Card,4,0
T207722,C121973,PVR,2708,178,Net Banking,1,0
T207723,C121426,Myntra,7098,416,Credit Card,1,0
T207724,C116973,Ajio,7355,335,Debit Card,1,0
T207725,C108679,Amazon,574,106,UPI,2,0
T207726,C113359,Swiggy,1122,203,Credit Card,1,0
T207727,C115270,Swiggy,8852,33,Debit Card,4,0
T207728,C113692,Ajio,3300,396,Credit Card,1,0
T207729,C106671,Flipkart,6608,198,Debit Card,1,0
T207730,C117939,PVR,5098,234,Net Banking,1,0
T207731,C102433,Amazon,6029,283,Credit Card,3,0
T207732,C123290,Ajio,3074,84,Net Banking,2,0
T207733,C122970,Uber,1096,258,Net Banking,2,0
T207734,C109685,Ajio,2800,115,UPI,1,0
T207735,C118692,Myntra,9966,141,Net Banking,1,1
T207736,C103265,Ajio,5995,119,Credit Card,1,0
T207737,C110480,Amazon,5106,265,Net Banking,1,0
T207738,C119622,Uber,4519,395,Net Banking,2,0
T207739,C102091,MakeMyTrip,2666,319,Debit Card,1,0
T207740,C124744,PVR,8227,250,Credit Card,1,0
T207741,C113176,PVR,2392,71,Net Banking,4,0
T207742,C101597,Ajio,8909,217,UPI,3,0
T207743,C106218,Ajio,2482,327,Net Banking,4,0
T207744,C100793,Amazon,3173,406,Debit Card,2,0
T207745,C103122,PVR,1123,411,Credit Card,2,0
T207746,C115966,MakeMyTrip,6942,160,Net Banking,1,0
T207747,C110635,Uber,9542,239,Credit Card,1,1
T207748,C113045,PVR,7199,176,Credit Card,4,0
T207749,C108110,Zomato,5426,268,Net Banking,2,0
T207750,C114640,MakeMyTrip,4580,403,Credit Card,2,0
T207751,C119786,Flipkart,8836,284,UPI,2,0
T207752,C120848,Uber,9100,204,Debit Card,3,0
T207753,C114037,MakeMyTrip,6632,147,Credit Card,1,0
T207754,C110715,Myntra,2235,164,UPI,2,0
T207755,C100852,Swiggy,7340,334,Credit Card,2,0
T207756,C124427,Amazon,3998,403,Net Banking,3,0
T207757,C107093,Swiggy,4895,182,Debit Card,3,0
T207758,C115177,Uber,9743,227,UPI,1,1
T207759,C121300,Amazon,6564,157,Debit Card,4,0
T207760,C123845,Nykaa,4309,293,Credit Card,1,0
T207761,C104632,Nykaa,6193,389,UPI,1,0
T207762,C120582,Nykaa,8151,439,Debit Card,3,0
T207763,C116930,Zomato,7041,465,Debit Card,1,0
T207764,C122088,Flipkart,6078,378,UPI,1,0
T207765,C102493,Amazon,2015,348,Credit Card,3,0
T207766,C120068,Nykaa,7372,497,Debit Card,2,0
T207767,C119971,Nykaa,9708,116,Net Banking,2,1
T207768,C100412,PVR,261,419,Credit Card,2,0
T207769,C102761,Myntra,3111,10,Net Banking,1,0
T207770,C112064,Nykaa,4469,259,Net Banking,2,0
T207771,C115494,Nykaa,8331,135,Credit Card,3,0
T207772,C107760,Ajio,755,281,UPI,3,0
T207773,C103529,Ajio,5400,145,Debit Card,1,0
T207774,C113504,Flipkart,4161,152,Credit Card,1,0
T207775,C106505,Flipkart,6318,148,UPI,2,0
T207776,C124915,Ajio,5322,415,Net Banking,2,0
T207777,C104550,Zomato,5606,19,Debit Card,2,0
T207778,C109992,Myntra,8674,158,UPI,2,0
T207779,C107711,Swiggy,6618,317,UPI,2,0
T207780,C118715,Nykaa,667,197,Net Banking,3,0
T207781,C114555,Flipkart,677,458,Net Banking,3,0
T207782,C119517,Swiggy,2666,409,Debit Card,3,0
T207783,C103073,Zomato,7825,79,Net Banking,1,0
T207784,C112923,Myntra,4768,469,Credit Card,2,0
T207785,C112163,PVR,7234,492,Net Banking,2,0
T207786,C114588,Ajio,2397,498,Credit Card,1,0
T207787,C114928,Myntra,7076,176,Credit Card,1,0
T207788,C118757,Myntra,2862,272,UPI,2,0
T207789,C123047,Ajio,995,413,Debit Card,1,0
T207790,C119595,Flipkart,4834,486,Net Banking,3,0
T207791,C113950,Flipkart,3232,107,UPI,2,0
T207792,C109106,Nykaa,8808,365,Debit Card,1,0
T207793,C102938,Zomato,2387,220,UPI,2,0
T207794,C111484,MakeMyTrip,6419,165,Credit Card,1,0
T207795,C120191,Nykaa,878,392,Net Banking,3,0
T207796,C100155,Uber,1390,15,UPI,1,0
T207797,C107812,Flipkart,7880,96,Debit Card,1,0
T207798,C123722,PVR,3947,256,Net Banking,2,0
T207799,C120848,PVR,2621,50,UPI,3,0
T207800,C124587,Zomato,9065,319,Credit Card,1,0
T207801,C121316,MakeMyTrip,9603,144,UPI,3,1
T207802,C112318,Ajio,3608,216,Debit Card,1,0
T207803,C115000,Zomato,8832,144,Debit Card,1,0
T207804,C115334,Swiggy,7731,313,UPI,2,0
T207805,C113208,MakeMyTrip,5071,136,Debit Card,1,0
T207806,C109492,Zomato,4923,207,UPI,2,0
T207807,C101079,Nykaa,2083,116,Net Banking,2,0
T207808,C122038,Myntra,7627,15,UPI,2,0
T207809,C105893,PVR,3278,6,UPI,2,0
T207810,C114053,Zomato,2087,16,Debit Card,1,0
T207811,C111899,PVR,4418,497,Debit Card,2,0
T207812,C118338,Myntra,1700,75,Credit Card,3,0
T207813,C108186,Ajio,5014,1,UPI,2,0
T207814,C119844,Amazon,9240,19,UPI,4,0
T207815,C119025,Swiggy,7845,177,Debit Card,1,0
T207816,C102900,Zomato,7747,206,Net Banking,3,0
T207817,C113134,PVR,4298,232,Debit Card,1,0
T207818,C124103,Uber,7467,330,Net Banking,3,0
T207819,C105372,Uber,3420,199,UPI,2,0
T207820,C118630,Flipkart,4629,466,Debit Card,2,0
T207821,C106619,Swiggy,531,322,Debit Card,2,0
T207822,C122498,PVR,4045,75,Debit Card,1,0
T207823,C110886,MakeMyTrip,9654,485,Credit Card,2,1
T207824,C101425,Uber,5330,72,Debit Card,2,0
T207825,C107891,Ajio,8221,326,UPI,2,0
T207826,C121977,PVR,1804,296,UPI,2,0
T207827,C106241,Zomato,8946,427,UPI,5,0
T207828,C102278,Uber,5196,346,Net Banking,3,0
T207829,C116612,Uber,5856,102,Net Banking,3,0
T207830,C110319,Amazon,3864,270,UPI,3,0
T207831,C104600,Zomato,6265,92,UPI,1,0
T207832,C115638,Zomato,1968,290,Net Banking,2,0
T207833,C103937,Ajio,1785,497,Credit Card,1,0
T207834,C122290,Flipkart,9963,81,Net Banking,2,1
T207835,C120617,Flipkart,6334,441,Credit Card,1,0
T207836,C106321,Nykaa,5512,58,Net Banking,4,0
T207837,C101825,Amazon,7797,461,Credit Card,1,0
T207838,C112391,Swiggy,9347,222,UPI,1,0
T207839,C118866,PVR,4175,257,Credit Card,3,0
T207840,C119271,Myntra,8200,358,Debit Card,2,0
T207841,C109522,PVR,9206,135,Debit Card,1,0
T207842,C114292,Zomato,3325,116,Net Banking,2,0
T207843,C115808,Zomato,2655,192,UPI,3,0
T207844,C111888,Swiggy,5738,71,Debit Card,2,0
T207845,C102729,Nykaa,3177,486,Debit Card,1,0
T207846,C114971,MakeMyTrip,6108,46,Credit Card,2,0
T207847,C122865,Myntra,4306,202,Net Banking,3,0
T207848,C107994,PVR,6233,294,Debit Card,1,0
T207849,C102608,MakeMyTrip,6305,155,Net Banking,2,0
T207850,C118734,Swiggy,9540,99,Credit Card,2,1
T207851,C103992,Myntra,4092,379,Credit Card,4,0
T207852,C111844,Myntra,1472,191,Net Banking,1,0
T207853,C112586,Swiggy,2098,67,Credit Card,1,0
T207854,C118285,Zomato,120,274,Net Banking,1,0
T207855,C124046,Nykaa,114,57,UPI,2,0
T207856,C120621,Ajio,8941,130,Net Banking,4,0
T207857,C121483,Amazon,6993,276,Net Banking,3,0
T207858,C122553,Zomato,4724,24,Credit Card,5,0
T207859,C109946,Ajio,3516,180,Net Banking,1,0
T207860,C122839,Swiggy,6785,219,Credit Card,1,0
T207861,C100977,Ajio,3382,394,Credit Card,1,0
T207862,C118641,Myntra,1380,454,UPI,1,0
T207863,C122733,Ajio,596,455,Debit Card,1,0
T207864,C114008,Zomato,5915,384,Debit Card,4,0
T207865,C111509,Amazon,1166,128,UPI,3,0
T207866,C122342,Myntra,7970,267,Net Banking,2,0
T207867,C104356,Myntra,3994,84,Credit Card,2,0
T207868,C110288,Zomato,3139,89,Net Banking,1,0
T207869,C117511,Nykaa,9238,386,Net Banking,2,0
T207870,C121052,Amazon,2247,119,Net Banking,2,0
T207871,C107167,MakeMyTrip,3461,454,Debit Card,2,0
T207872,C115310,Ajio,9448,310,Credit Card,3,0
T207873,C100304,Swiggy,8461,123,Credit Card,2,0
T207874,C108289,Nykaa,6243,67,Debit Card,3,0
T207875,C111332,Uber,7473,238,Debit Card,1,0
T207876,C122595,Zomato,8259,233,Net Banking,1,0
T207877,C114464,Uber,1342,366,Credit Card,2,0
T207878,C124636,Uber,5423,66,Debit Card,1,0
T207879,C106409,Swiggy,9807,472,Net Banking,1,1
T207880,C102684,Nykaa,1211,205,Debit Card,3,0
T207881,C117084,Uber,5098,261,Net Banking,1,0
T207882,C110784,Amazon,7723,133,Net Banking,2,0
T207883,C114938,Amazon,6850,3,Credit Card,3,0
T207884,C117623,Swiggy,2686,447,Credit Card,1,0
T207885,C108690,MakeMyTrip,1157,419,Debit Card,3,0
T207886,C113495,PVR,5795,162,Net Banking,2,0
T207887,C107530,Myntra,6632,386,Net Banking,2,0
T207888,C100091,MakeMyTrip,8945,192,Net Banking,1,0
T207889,C113493,PVR,2189,50,UPI,2,0
T207890,C102241,Amazon,6136,173,Net Banking,2,0
T207891,C105562,PVR,3080,492,Debit Card,2,0
T207892,C101196,Amazon,2891,41,Credit Card,2,0
T207893,C102840,Amazon,5072,151,Credit Card,1,0
T207894,C108450,Myntra,2240,142,UPI,1,0
T207895,C113766,Zomato,9399,465,Net Banking,1,0
T207896,C121592,Swiggy,5890,151,Debit Card,2,0
T207897,C112878,Swiggy,2397,328,Credit Card,1,0
T207898,C124179,Amazon,2374,373,Credit Card,1,0
T207899,C121048,Amazon,3966,231,Credit Card,4,0
T207900,C102627,MakeMyTrip,7461,236,Credit Card,2,0
T207901,C101153,Myntra,1606,491,Credit Card,2,0
T207902,C119461,Flipkart,7808,13,Net Banking,1,0
T207903,C120600,Amazon,5440,335,UPI,2,0
T207904,C107906,Flipkart,465,71,Debit Card,3,0
T207905,C113436,Uber,7072,494,Net Banking,2,0
T207906,C100374,Zomato,3973,473,Debit Card,2,0
T207907,C122074,Nykaa,7679,420,UPI,2,0
T207908,C103093,Uber,385,451,Net Banking,2,0
T207909,C113747,Ajio,482,202,UPI,1,0
T207910,C113532,Uber,5350,496,Debit Card,2,0
T207911,C105360,Flipkart,4004,161,Debit Card,2,0
T207912,C123053,Flipkart,1784,64,UPI,2,0
T207913,C121485,Uber,3649,24,UPI,1,0
T207914,C106057,Swiggy,4035,228,Net Banking,1,0
T207915,C105958,Swiggy,2066,270,UPI,2,0
T207916,C113039,Ajio,7995,329,Debit Card,2,0
T207917,C115844,MakeMyTrip,2312,381,UPI,1,0
T207918,C118210,Swiggy,5182,13,Credit Card,2,0
T207919,C116188,Uber,8393,8,Credit Card,2,0
T207920,C101400,Flipkart,9639,483,UPI,1,1
T207921,C124923,Flipkart,7937,285,UPI,3,0
T207922,C113657,Amazon,8425,310,Credit Card,2,0
T207923,C113253,PVR,9100,191,Credit Card,1,0
T207924,C112207,Zomato,5618,34,Net Banking,1,0
T207925,C111566,Nykaa,8138,280,UPI,1,0
T207926,C100199,Swiggy,6536,180,Credit Card,2,0
T207927,C106089,Flipkart,6730,101,Net Banking,1,0
T207928,C103373,PVR,6820,361,Credit Card,3,0
T207929,C122217,Swiggy,9469,139,UPI,1,0
T207930,C109298,Nykaa,4245,420,UPI,1,0
T207931,C120767,Uber,4826,376,UPI,1,0
T207932,C122925,Amazon,5761,454,Net Banking,4,0
T207933,C101047,Amazon,5381,219,Credit Card,1,0
T207934,C101297,Amazon,5971,197,Net Banking,1,0
T207935,C100502,MakeMyTrip,6289,311,Net Banking,1,0
T207936,C101909,Swiggy,5798,226,Debit Card,1,0
T207937,C124337,Uber,5471,225,UPI,2,0
T207938,C123933,PVR,6429,346,Credit Card,3,0
T207939,C101347,Swiggy,5974,165,Credit Card,3,0
T207940,C103484,Uber,3658,53,Net Banking,2,0
T207941,C105250,Amazon,9680,116,Debit Card,2,1
T207942,C103152,Swiggy,3824,441,Net Banking,1,0
T207943,C100838,Ajio,7296,445,Credit Card,1,0
T207944,C103580,PVR,7192,181,Net Banking,1,0
T207945,C113949,Flipkart,8749,370,Debit Card,1,0
T207946,C114821,MakeMyTrip,9716,127,Net Banking,3,1
T207947,C104556,Zomato,642,370,Net Banking,2,0
T207948,C106929,MakeMyTrip,8171,334,UPI,2,0
T207949,C102173,Flipkart,2241,98,Debit Card,2,0
T207950,C107253,MakeMyTrip,9792,30,Credit Card,2,1
T207951,C109388,Ajio,4186,457,Credit Card,2,0
T207952,C118059,Uber,7065,375,Net Banking,2,0
T207953,C103110,PVR,4400,489,Net Banking,1,0
T207954,C102993,Uber,2942,122,Debit Card,1,0
T207955,C104797,Flipkart,666,163,Debit Card,4,0
T207956,C120150,Nykaa,9615,479,Net Banking,1,1
T207957,C121933,Ajio,9645,334,Debit Card,3,1
T207958,C118525,PVR,6416,207,Debit Card,1,0
T207959,C123092,Flipkart,3379,98,Debit Card,1,0
T207960,C117771,Myntra,4420,185,Debit Card,2,0
T207961,C122395,Ajio,6781,65,Credit Card,5,0
T207962,C113278,Zomato,9565,51,Credit Card,2,1
T207963,C112355,Flipkart,2172,8,UPI,2,0
T207964,C110914,PVR,7859,38,Debit Card,1,0
T207965,C104495,Swiggy,6922,289,UPI,2,0
T207966,C117497,Zomato,4133,91,Credit Card,4,0
T207967,C101171,Ajio,2809,443,UPI,2,0
T207968,C104227,Amazon,319,194,Debit Card,2,0
T207969,C112383,Flipkart,4327,185,Net Banking,3,0
T207970,C100898,MakeMyTrip,9745,92,Credit Card,1,1
T207971,C112916,Swiggy,4261,429,Credit Card,1,0
T207972,C118802,Amazon,5198,119,Net Banking,2,0
T207973,C124684,MakeMyTrip,1818,258,Net Banking,2,0
T207974,C120273,Zomato,9993,356,UPI,2,1
T207975,C107733,PVR,488,486,Credit Card,2,0
T207976,C119895,PVR,7985,309,UPI,3,0
T207977,C100372,Flipkart,7453,369,Debit Card,1,0
T207978,C108833,Ajio,7263,109,Credit Card,3,0
T207979,C101220,Uber,7064,263,Net Banking,1,0
T207980,C117933,Swiggy,8598,49,Credit Card,1,0
T207981,C102859,Zomato,3090,167,UPI,3,0
T207982,C115263,Nykaa,5010,131,Debit Card,2,0
T207983,C123013,Uber,5806,436,UPI,2,0
T207984,C123214,Ajio,3767,310,Net Banking,4,0
T207985,C107003,Zomato,3228,140,Credit Card,2,0
T207986,C121760,PVR,3284,264,Net Banking,2,0
T207987,C115611,Swiggy,660,204,Debit Card,1,0
T207988,C111453,Amazon,7131,72,Debit Card,2,0
T207989,C113954,Swiggy,7445,306,UPI,3,0
T207990,C121862,Zomato,4903,267,Net Banking,1,0
T207991,C104376,Ajio,4499,174,UPI,3,0
T207992,C114877,Amazon,2737,349,Net Banking,1,0
T207993,C120855,Zomato,2665,450,Credit Card,3,0
T207994,C110213,Myntra,8001,162,Credit Card,3,0
T207995,C104665,Swiggy,5645,348,Net Banking,1,0
T207996,C102830,Swiggy,225,186,UPI,2,0
T207997,C102270,Myntra,9263,215,Credit Card,1,0
T207998,C106826,Flipkart,9724,226,Debit Card,1,1
T207999,C105592,Nykaa,2494,460,Debit Card,2,0
T208000,C106780,MakeMyTrip,3671,222,Net Banking,1,0
T208001,C116621,Myntra,4934,241,Net Banking,1,0
T208002,C120697,Myntra,8468,149,UPI,2,0
T208003,C114399,PVR,9478,266,Net Banking,1,0
T208004,C114522,MakeMyTrip,3895,266,Net Banking,2,0
T208005,C111669,Ajio,2798,350,Debit Card,1,0
T208006,C105263,Nykaa,9450,389,Debit Card,2,0
T208007,C100247,PVR,5939,25,Credit Card,2,0
T208008,C103738,Amazon,7206,427,Credit Card,1,0
T208009,C124144,Zomato,5756,425,Debit Card,2,0
T208010,C116211,Nykaa,9535,25,Credit Card,2,1
T208011,C113441,Flipkart,2775,371,Net Banking,2,0
T208012,C113430,Flipkart,3768,260,Debit Card,1,0
T208013,C113731,PVR,871,344,Credit Card,1,0
T208014,C103350,MakeMyTrip,7318,269,UPI,2,0
T208015,C108539,Ajio,4494,215,Credit Card,1,0
T208016,C119929,Flipkart,3214,209,Debit Card,1,0
T208017,C112394,MakeMyTrip,4843,174,Credit Card,2,0
T208018,C120465,MakeMyTrip,5397,63,UPI,2,0
T208019,C111180,PVR,1729,222,Net Banking,4,0
T208020,C118994,Swiggy,1223,452,Net Banking,4,0
T208021,C118763,Uber,5890,163,Net Banking,2,0
T208022,C118344,Nykaa,8328,85,Debit Card,1,0
T208023,C106619,Amazon,1863,250,UPI,2,0
T208024,C117802,Myntra,8647,451,Net Banking,2,0
T208025,C107141,Nykaa,4574,255,UPI,1,0
T208026,C106636,MakeMyTrip,2313,20,Net Banking,3,0
T208027,C100906,Nykaa,6103,118,Net Banking,4,0
T208028,C101998,Zomato,2625,430,Debit Card,2,0
T208029,C121913,Nykaa,3070,206,UPI,2,0
T208030,C111676,Uber,6678,55,Credit Card,1,0
T208031,C104505,PVR,2027,319,Debit Card,1,0
T208032,C119734,Nykaa,2482,382,Debit Card,2,0
T208033,C108138,Swiggy,106,247,Net Banking,1,0
T208034,C106019,Zomato,3879,146,Debit Card,2,0
T208035,C104467,Zomato,1356,33,Debit Card,3,0
T208036,C101532,Uber,5779,62,Net Banking,2,0
T208037,C124809,Myntra,5227,249,Credit Card,3,0
T208038,C112732,Nykaa,8378,256,Net Banking,1,0
T208039,C104128,Zomato,8957,274,Credit Card,3,0
T208040,C121114,Swiggy,5555,415,Debit Card,2,0
T208041,C121942,Ajio,3470,284,Net Banking,2,0
T208042,C120163,Ajio,149,135,Credit Card,2,0
T208043,C122243,Nykaa,7416,100,Debit Card,2,0
T208044,C107175,Myntra,1776,171,Credit Card,3,0
T208045,C108661,Nykaa,8601,164,Credit Card,1,0
T208046,C113076,Flipkart,2198,308,Credit Card,3,0
T208047,C101373,PVR,5678,164,UPI,2,0
T208048,C108312,Amazon,2001,249,Credit Card,4,0
T208049,C110427,Flipkart,7533,425,Net Banking,1,0
T208050,C110077,PVR,4149,362,Net Banking,3,0
T208051,C123183,Nykaa,305,405,Credit Card,2,0
T208052,C113889,Flipkart,7629,422,Net Banking,3,0
T208053,C112065,Zomato,297,246,Debit Card,2,0
T208054,C109181,Flipkart,9180,322,UPI,1,0
T208055,C114143,Myntra,1786,297,Debit Card,3,0
T208056,C109627,Myntra,6309,309,Credit Card,1,0
T208057,C116004,PVR,3004,290,UPI,2,0
T208058,C102466,Flipkart,3456,324,UPI,2,0
T208059,C108328,Zomato,1893,8,Credit Card,2,0
T208060,C114061,Uber,2990,488,Net Banking,3,0
T208061,C112370,MakeMyTrip,9687,415,Debit Card,2,1
T208062,C110555,Nykaa,6183,82,UPI,1,0
T208063,C110502,Amazon,876,187,Net Banking,2,0
T208064,C110777,Nykaa,5189,83,UPI,1,0
T208065,C106221,Myntra,4117,475,Credit Card,2,0
T208066,C104575,Zomato,5892,369,UPI,1,0
T208067,C103878,MakeMyTrip,7941,85,Credit Card,2,0
T208068,C122685,Amazon,698,346,Debit Card,1,0
T208069,C121065,Zomato,9881,405,UPI,2,1
T208070,C107973,PVR,9225,368,UPI,3,0
T208071,C121316,Myntra,1178,260,Credit Card,3,0
T208072,C114277,Uber,804,265,Credit Card,3,0
T208073,C123546,PVR,6555,435,UPI,3,0
T208074,C111804,Uber,786,440,Debit Card,3,0
T208075,C100043,Amazon,2101,442,Net Banking,1,0
T208076,C120983,PVR,1180,324,UPI,1,0
T208077,C121739,Uber,1897,191,UPI,3,0
T208078,C112382,Myntra,4326,42,UPI,1,0
T208079,C109250,Swiggy,5415,103,Credit Card,1,0
T208080,C101945,Ajio,9616,35,UPI,1,1
T208081,C101911,Ajio,3690,310,Net Banking,2,0
T208082,C106728,Swiggy,7206,272,Debit Card,1,0
T208083,C101716,Nykaa,1524,81,UPI,2,0
T208084,C124047,PVR,9353,455,Credit Card,1,0
T208085,C115540,Zomato,5156,323,Credit Card,2,0
T208086,C104876,PVR,5669,292,Debit Card,3,0
T208087,C107763,MakeMyTrip,8865,36,Debit Card,3,0
T208088,C103772,Myntra,1900,310,UPI,1,0
T208089,C115835,Nykaa,907,185,UPI,3,0
T208090,C122237,Nykaa,7775,240,Net Banking,2,0
T208091,C109714,Flipkart,5659,37,Net Banking,1,0
T208092,C101576,Nykaa,3042,313,Net Banking,1,0
T208093,C124794,Swiggy,7625,79,UPI,2,0
T208094,C112208,Zomato,3126,304,Credit Card,1,0
T208095,C123773,Nykaa,1153,38,Net Banking,2,0
T208096,C100680,Uber,352,337,Debit Card,3,0
T208097,C123703,Nykaa,2633,182,Credit Card,1,0
T208098,C102333,Flipkart,4647,263,Debit Card,2,0
T208099,C116768,PVR,7256,260,Credit Card,2,0
T208100,C102327,Zomato,5113,110,Credit Card,2,0
T208101,C119381,PVR,1580,123,Credit Card,2,0
T208102,C116127,PVR,5113,10,Debit Card,2,0
T208103,C124199,Nykaa,1056,209,Debit Card,1,0
T208104,C108400,Flipkart,8327,79,Net Banking,1,0
T208105,C100094,Nykaa,9822,274,Credit Card,1,1
T208106,C124259,Myntra,2911,190,UPI,1,0
T208107,C117249,Uber,1455,407,Debit Card,4,0
T208108,C100115,Nykaa,9283,190,Debit Card,2,0
T208109,C119538,Zomato,5542,399,Credit Card,1,0
T208110,C107000,Ajio,3126,439,Debit Card,2,0
T208111,C117792,MakeMyTrip,6848,375,UPI,1,0
T208112,C120222,Swiggy,4532,156,Net Banking,3,0
T208113,C119322,Ajio,2425,210,Debit Card,1,0
T208114,C105869,Swiggy,4843,77,Net Banking,4,0
T208115,C113187,Ajio,1729,378,Credit Card,2,0
T208116,C124499,Flipkart,1038,164,Credit Card,2,0
T208117,C116994,Uber,2331,282,Debit Card,1,0
T208118,C115025,PVR,746,13,Debit Card,1,0
T208119,C103315,Ajio,2039,134,Net Banking,1,0
T208120,C115462,Swiggy,9840,53,UPI,2,1
T208121,C101760,Swiggy,1351,89,Debit Card,2,0
T208122,C110511,Myntra,8789,29,Credit Card,2,0
T208123,C121945,Nykaa,9713,228,Credit Card,2,1
T208124,C113548,Ajio,1907,296,UPI,1,0
T208125,C124267,Zomato,1682,365,Debit Card,4,0
T208126,C110595,Nykaa,9715,478,Debit Card,3,1
T208127,C110610,Swiggy,7410,148,Debit Card,3,0
T208128,C111189,Flipkart,3622,316,UPI,1,0
T208129,C102691,Nykaa,2920,357,Credit Card,3,0
T208130,C109291,Uber,1724,400,Credit Card,2,0
T208131,C124390,PVR,5182,154,Net Banking,4,0
T208132,C119629,Myntra,5694,183,Credit Card,3,0
T208133,C108014,Ajio,8790,214,Credit Card,2,0
T208134,C113200,MakeMyTrip,5617,212,UPI,4,0
T208135,C105584,Ajio,573,471,Credit Card,2,0
T208136,C115619,Zomato,2831,135,Net Banking,2,0
T208137,C109094,Zomato,7504,320,Debit Card,2,0
T208138,C104963,PVR,9607,382,Debit Card,2,1
T208139,C123878,Amazon,9530,275,Net Banking,1,1
T208140,C117061,Myntra,5547,218,UPI,3,0
T208141,C118467,Uber,2191,366,UPI,1,0
T208142,C114697,Ajio,439,290,Credit Card,2,0
T208143,C119895,Swiggy,5007,445,Net Banking,3,0
T208144,C106112,Nykaa,7730,154,Debit Card,2,0
T208145,C101046,Myntra,5297,152,Credit Card,1,0
T208146,C108411,Uber,3429,352,UPI,2,0
T208147,C110267,Flipkart,6507,40,UPI,3,0
T208148,C120000,Nykaa,2655,427,Net Banking,2,0
T208149,C115061,Amazon,831,13,Credit Card,2,0
T208150,C110790,MakeMyTrip,8429,323,Credit Card,1,0
T208151,C106677,Flipkart,5482,14,Credit Card,1,0
T208152,C102236,Nykaa,2068,7,Credit Card,1,0
T208153,C121955,Uber,3334,57,UPI,1,0
T208154,C121178,MakeMyTrip,5675,320,Net Banking,2,0
T208155,C114839,Uber,4653,52,Net Banking,1,0
T208156,C120687,Flipkart,357,54,Credit Card,2,0
T208157,C105361,Zomato,5242,122,Credit Card,4,0
T208158,C107228,Uber,3511,267,Credit Card,2,0
T208159,C107886,MakeMyTrip,9144,357,Credit Card,3,0
T208160,C118656,PVR,3170,233,Credit Card,1,0
T208161,C106621,Swiggy,5200,101,Credit Card,1,0
T208162,C102999,Zomato,8643,447,UPI,2,0
T208163,C117110,Nykaa,7949,378,Net Banking,3,0
T208164,C123401,Nykaa,8151,409,Credit Card,1,0
T208165,C112218,Zomato,5498,300,Net Banking,2,0
T208166,C117201,Flipkart,3665,391,Debit Card,1,0
T208167,C111430,MakeMyTrip,6833,165,Credit Card,2,0
T208168,C102216,Myntra,7944,498,UPI,1,0
T208169,C121880,PVR,6230,297,Debit Card,1,0
T208170,C103268,Amazon,8928,231,Net Banking,2,0
T208171,C110810,MakeMyTrip,3457,355,Net Banking,2,0
T208172,C121180,MakeMyTrip,7586,424,Debit Card,4,0
T208173,C114513,Flipkart,4994,393,Net Banking,3,0
T208174,C100747,Nykaa,4406,307,Net Banking,3,0
T208175,C108374,Uber,1549,329,Net Banking,3,0
T208176,C124335,Amazon,5341,321,Credit Card,2,0
T208177,C104594,Flipkart,1497,474,Credit Card,1,0
T208178,C101178,MakeMyTrip,3669,320,Debit Card,4,0
T208179,C112182,Swiggy,4762,109,Debit Card,3,0
T208180,C122134,Myntra,5010,234,UPI,2,0
T208181,C123008,Uber,8387,235,Credit Card,4,0
T208182,C118006,Myntra,3300,476,UPI,3,0
T208183,C106777,Ajio,6555,485,Debit Card,1,0
