Customer_ID,Age,City,State,Income_Bracket,Registration_Year,total_transactions,total_spent,average_purchase,total_sessions,total_pages_visited,total_earned_points,total_redeemed_points
C104462,38,Mumbai,Delhi,Low,2023,1.0,5453.0,5453.0,1.0,9.0,444.0,421.0
C104463,27,Ahmedabad,Maharashtra,Medium,2025,2.0,10805.0,5402.5,0.0,0.0,10.0,154.0
C104464,36,Ahmedabad,Tamil Nadu,High,2022,2.0,11953.0,5976.5,0.0,0.0,0.0,0.0
C104465,42,Mumbai,Delhi,Low,2025,0.0,0.0,0.0,3.0,49.0,769.0,99.0
C104466,21,Chennai,Gujarat,Low,2022,1.0,2964.0,2964.0,2.0,37.0,774.0,381.0
C104467,46,Nagpur,Tamil Nadu,Medium,2022,3.0,17656.0,5885.333333333333,0.0,0.0,0.0,0.0
C104468,36,Pune,Maharashtra,Low,2023,0.0,0.0,0.0,3.0,55.0,0.0,0.0
C104469,19,Kolkata,Gujarat,Medium,2022,2.0,7945.0,3972.5,0.0,0.0,0.0,0.0
C104470,27,Nagpur,Maharashtra,Medium,2024,3.0,20499.0,6833.0,0.0,0.0,625.0,150.0
C104471,42,Mumbai,Telangana,Low,2024,0.0,0.0,0.0,0.0,0.0,613.0,259.0
C104472,37,Hyderabad,Gujarat,High,2022,1.0,4067.0,4067.0,2.0,6.0,489.0,219.0
C104473,36,Kolkata,Telangana,Low,2025,0.0,0.0,0.0,0.0,0.0,123.0,463.0
C104474,40,Nagpur,Delhi,High,2022,0.0,0.0,0.0,3.0,63.0,77.0,416.0
C104475,41,Jaipur,Rajasthan,Medium,2024,0.0,0.0,0.0,1.0,4.0,687.0,402.0
C104476,28,Pune,Delhi,Medium,2022,3.0,14437.0,4812.333333333333,0.0,0.0,0.0,0.0
C104477,51,Jaipur,Gujarat,Low,2022,0.0,0.0,0.0,2.0,21.0,2914.0,981.0
C104478,45,Hyderabad,Delhi,Low,2022,1.0,327.0,327.0,2.0,37.0,66.0,383.0
C104479,22,Chennai,Delhi,Low,2023,1.0,6944.0,6944.0,0.0,0.0,312.0,237.0
C104480,22,Ahmedabad,Delhi,Medium,2022,1.0,731.0,731.0,1.0,15.0,0.0,0.0
C104481,38,Mumbai,Delhi,Low,2025,0.0,0.0,0.0,0.0,0.0,1839.0,708.0
C104482,29,Kolkata,Rajasthan,High,2025,1.0,7829.0,7829.0,3.0,45.0,1820.0,407.0
C104483,21,Bengaluru,West Bengal,High,2024,1.0,7067.0,7067.0,0.0,0.0,132.0,453.0
C104484,59,Jaipur,Delhi,Medium,2025,0.0,0.0,0.0,1.0,18.0,790.0,893.0
C104485,37,Chennai,Maharashtra,Medium,2023,0.0,0.0,0.0,1.0,15.0,0.0,0.0
C104486,55,Kolkata,Maharashtra,Low,2025,0.0,0.0,0.0,1.0,22.0,0.0,0.0
C104487,42,Chennai,Maharashtra,Low,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C104488,31,Ahmedabad,West Bengal,High,2024,0.0,0.0,0.0,3.0,40.0,0.0,0.0
C104489,28,Chennai,Tamil Nadu,High,2024,2.0,10098.0,5049.0,1.0,11.0,0.0,0.0
C104490,49,Kolkata,Rajasthan,Medium,2022,0.0,0.0,0.0,1.0,19.0,752.0,569.0
C104491,28,Ahmedabad,Gujarat,Low,2025,3.0,16673.0,5557.666666666667,3.0,47.0,467.0,122.0
C104492,35,Pune,Gujarat,Low,2024,3.0,23989.0,7996.333333333333,0.0,0.0,1093.0,243.0
C104493,44,Nagpur,Karnataka,Low,2022,0.0,0.0,0.0,2.0,32.0,424.0,334.0
C104494,35,Bengaluru,Tamil Nadu,Low,2023,1.0,3021.0,3021.0,1.0,11.0,340.0,134.0
C104495,40,Chennai,Delhi,High,2022,2.0,11235.0,5617.5,0.0,0.0,1277.0,683.0
C104496,28,Pune,Karnataka,Low,2022,0.0,0.0,0.0,0.0,0.0,1420.0,926.0
C104497,38,Bengaluru,Rajasthan,High,2022,2.0,4684.0,2342.0,2.0,18.0,0.0,0.0
C104498,22,Chennai,Maharashtra,Medium,2022,1.0,4810.0,4810.0,1.0,2.0,125.0,13.0
C104499,40,Kolkata,Maharashtra,Low,2025,0.0,0.0,0.0,2.0,12.0,1221.0,139.0
C104500,58,Chennai,Telangana,High,2022,0.0,0.0,0.0,2.0,33.0,0.0,0.0
C104501,42,Bengaluru,Delhi,High,2023,1.0,5406.0,5406.0,2.0,36.0,860.0,792.0
C104502,58,Kolkata,Delhi,High,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C104503,27,Nagpur,Rajasthan,Low,2023,2.0,15251.0,7625.5,2.0,32.0,1495.0,363.0
C104504,39,Mumbai,Telangana,High,2024,0.0,0.0,0.0,3.0,44.0,1051.0,807.0
C104505,36,Chennai,Tamil Nadu,High,2022,1.0,2027.0,2027.0,1.0,14.0,628.0,0.0
C104506,18,Hyderabad,Telangana,Medium,2024,1.0,1633.0,1633.0,0.0,0.0,0.0,0.0
C104507,24,Mumbai,West Bengal,Low,2023,3.0,18411.0,6137.0,0.0,0.0,0.0,0.0
C104508,21,Jaipur,Delhi,High,2022,0.0,0.0,0.0,2.0,12.0,604.0,423.0
C104509,18,Kolkata,West Bengal,High,2025,3.0,16457.0,5485.666666666667,1.0,22.0,0.0,0.0
C104510,32,Delhi,West Bengal,Low,2022,1.0,6931.0,6931.0,0.0,0.0,63.0,94.0
C104511,57,Kolkata,West Bengal,Low,2025,2.0,11174.0,5587.0,1.0,7.0,617.0,552.0
C104512,29,Chennai,Maharashtra,High,2025,1.0,7781.0,7781.0,2.0,40.0,0.0,0.0
C104513,39,Kolkata,Telangana,Low,2024,2.0,8463.0,4231.5,1.0,22.0,0.0,0.0
C104514,39,Bengaluru,Rajasthan,Low,2024,1.0,9313.0,9313.0,0.0,0.0,293.0,161.0
C104515,34,Nagpur,Karnataka,Low,2025,1.0,8356.0,8356.0,2.0,18.0,0.0,0.0
C104516,46,Ahmedabad,Maharashtra,Low,2024,0.0,0.0,0.0,1.0,17.0,1074.0,132.0
C104517,31,Ahmedabad,Tamil Nadu,Low,2025,3.0,19488.0,6496.0,0.0,0.0,708.0,3.0
C104518,37,Kolkata,Maharashtra,High,2023,2.0,14142.0,7071.0,1.0,6.0,536.0,396.0
C104519,50,Kolkata,Tamil Nadu,High,2023,2.0,15473.0,7736.5,3.0,33.0,391.0,55.0
C104520,32,Nagpur,Maharashtra,Medium,2022,2.0,11310.0,5655.0,0.0,0.0,0.0,0.0
C104521,29,Ahmedabad,Delhi,Medium,2024,2.0,15867.0,7933.5,1.0,2.0,1530.0,671.0
C104522,57,Pune,Gujarat,Low,2023,0.0,0.0,0.0,3.0,32.0,0.0,0.0
C104523,37,Chennai,West Bengal,Low,2023,0.0,0.0,0.0,1.0,17.0,0.0,0.0
C104524,47,Mumbai,Gujarat,High,2023,2.0,11583.0,5791.5,1.0,1.0,0.0,0.0
C104525,55,Pune,Tamil Nadu,Medium,2025,1.0,5110.0,5110.0,2.0,31.0,0.0,0.0
C104526,20,Nagpur,Tamil Nadu,Low,2024,1.0,6883.0,6883.0,0.0,0.0,1207.0,198.0
C104527,45,Kolkata,Telangana,Low,2023,0.0,0.0,0.0,1.0,22.0,0.0,0.0
C104528,43,Chennai,Maharashtra,Medium,2023,0.0,0.0,0.0,0.0,0.0,157.0,259.0
C104529,47,Hyderabad,Tamil Nadu,Medium,2024,1.0,6399.0,6399.0,1.0,4.0,0.0,0.0
C104530,30,Hyderabad,Tamil Nadu,Low,2025,0.0,0.0,0.0,3.0,53.0,0.0,0.0
C104531,30,Jaipur,Maharashtra,Medium,2023,0.0,0.0,0.0,3.0,48.0,985.0,345.0
C104532,19,Jaipur,Maharashtra,Medium,2024,0.0,0.0,0.0,1.0,9.0,583.0,241.0
C104533,54,Chennai,Karnataka,Medium,2025,1.0,2877.0,2877.0,0.0,0.0,354.0,148.0
C104534,55,Delhi,Telangana,High,2024,0.0,0.0,0.0,3.0,35.0,0.0,0.0
C104535,19,Kolkata,Tamil Nadu,Low,2023,2.0,15516.0,7758.0,0.0,0.0,1385.0,104.0
C104536,53,Bengaluru,Maharashtra,Medium,2024,0.0,0.0,0.0,1.0,20.0,0.0,0.0
C104537,43,Hyderabad,Tamil Nadu,Medium,2022,0.0,0.0,0.0,0.0,0.0,903.0,431.0
C104538,28,Kolkata,Karnataka,Low,2024,0.0,0.0,0.0,3.0,60.0,0.0,0.0
C104539,25,Kolkata,Karnataka,High,2022,0.0,0.0,0.0,2.0,28.0,1341.0,809.0
C104540,57,Nagpur,Rajasthan,Low,2025,0.0,0.0,0.0,1.0,4.0,683.0,350.0
C104541,39,Ahmedabad,Tamil Nadu,Medium,2022,1.0,5548.0,5548.0,0.0,0.0,0.0,0.0
C104542,37,Pune,Telangana,Medium,2025,0.0,0.0,0.0,0.0,0.0,1430.0,571.0
C104543,25,Hyderabad,Delhi,Low,2024,0.0,0.0,0.0,0.0,0.0,920.0,769.0
C104544,46,Jaipur,Gujarat,High,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C104545,57,Kolkata,Tamil Nadu,Low,2022,1.0,8412.0,8412.0,2.0,28.0,960.0,426.0
C104546,43,Mumbai,Karnataka,Low,2023,1.0,1371.0,1371.0,1.0,13.0,12.0,493.0
C104547,47,Pune,Telangana,Low,2024,0.0,0.0,0.0,3.0,17.0,0.0,0.0
C104548,34,Ahmedabad,West Bengal,High,2024,1.0,3354.0,3354.0,2.0,28.0,0.0,0.0
C104549,37,Jaipur,Maharashtra,Low,2022,3.0,16918.0,5639.333333333333,2.0,32.0,0.0,0.0
C104550,33,Nagpur,Gujarat,Low,2024,2.0,9907.0,4953.5,3.0,42.0,594.0,477.0
C104551,24,Hyderabad,West Bengal,Low,2025,2.0,7403.0,3701.5,1.0,13.0,1410.0,1072.0
C104552,33,Chennai,Telangana,Medium,2024,4.0,28610.0,7152.5,1.0,9.0,209.0,350.0
C104553,44,Mumbai,Telangana,High,2023,0.0,0.0,0.0,2.0,16.0,716.0,34.0
C104554,40,Hyderabad,Gujarat,Medium,2025,0.0,0.0,0.0,0.0,0.0,1478.0,374.0
C104555,41,Bengaluru,Gujarat,Medium,2023,1.0,1942.0,1942.0,0.0,0.0,0.0,0.0
C104556,26,Ahmedabad,Tamil Nadu,Low,2024,2.0,5813.0,2906.5,0.0,0.0,0.0,0.0
C104557,52,Ahmedabad,Telangana,Medium,2025,1.0,6624.0,6624.0,0.0,0.0,0.0,0.0
C104558,37,Hyderabad,Maharashtra,Low,2023,1.0,3990.0,3990.0,1.0,11.0,488.0,149.0
C104559,54,Ahmedabad,Gujarat,Low,2024,0.0,0.0,0.0,2.0,25.0,0.0,0.0
C104560,59,Chennai,West Bengal,Low,2023,2.0,7404.0,3702.0,1.0,24.0,148.0,369.0
C104561,34,Nagpur,Tamil Nadu,Medium,2022,1.0,1227.0,1227.0,2.0,30.0,408.0,63.0
C104562,48,Chennai,Rajasthan,High,2025,3.0,18977.0,6325.666666666667,0.0,0.0,750.0,337.0
C104563,25,Bengaluru,Karnataka,Low,2023,1.0,8659.0,8659.0,3.0,42.0,0.0,0.0
C104564,32,Nagpur,Gujarat,High,2022,0.0,0.0,0.0,0.0,0.0,422.0,418.0
C104565,48,Delhi,Maharashtra,High,2025,2.0,12340.0,6170.0,1.0,7.0,0.0,0.0
C104566,47,Jaipur,Tamil Nadu,Medium,2023,2.0,12047.0,6023.5,1.0,20.0,0.0,0.0
C104567,37,Hyderabad,Gujarat,Low,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C104568,56,Nagpur,Tamil Nadu,Medium,2024,0.0,0.0,0.0,0.0,0.0,927.0,537.0
C104569,29,Nagpur,Gujarat,High,2024,2.0,7032.0,3516.0,1.0,21.0,727.0,448.0
C104570,34,Bengaluru,Rajasthan,High,2022,2.0,7810.0,3905.0,1.0,24.0,947.0,495.0
C104571,59,Chennai,Delhi,High,2025,0.0,0.0,0.0,2.0,33.0,97.0,239.0
C104572,47,Bengaluru,Maharashtra,Low,2022,0.0,0.0,0.0,1.0,11.0,508.0,426.0
C104573,46,Chennai,Rajasthan,Low,2024,1.0,4746.0,4746.0,0.0,0.0,1503.0,192.0
C104574,36,Nagpur,Telangana,Medium,2023,2.0,6947.0,3473.5,1.0,22.0,933.0,366.0
C104575,28,Ahmedabad,Maharashtra,High,2025,1.0,5892.0,5892.0,1.0,14.0,1562.0,438.0
C104576,51,Ahmedabad,Rajasthan,Low,2022,0.0,0.0,0.0,1.0,13.0,0.0,0.0
C104577,24,Chennai,Gujarat,High,2024,2.0,2033.0,1016.5,1.0,11.0,1158.0,495.0
C104578,51,Pune,Maharashtra,Low,2023,2.0,14586.0,7293.0,2.0,33.0,415.0,92.0
C104579,37,Pune,Delhi,Medium,2024,2.0,15895.0,7947.5,0.0,0.0,276.0,599.0
C104580,55,Delhi,Gujarat,High,2024,0.0,0.0,0.0,2.0,28.0,662.0,348.0
C104581,41,Mumbai,Telangana,Low,2023,0.0,0.0,0.0,1.0,8.0,0.0,0.0
C104582,27,Pune,Rajasthan,Medium,2023,2.0,8448.0,4224.0,0.0,0.0,0.0,0.0
C104583,49,Pune,West Bengal,Medium,2025,2.0,7120.0,3560.0,3.0,32.0,0.0,0.0
C104584,32,Chennai,Delhi,Low,2023,0.0,0.0,0.0,0.0,0.0,1494.0,140.0
C104585,54,Kolkata,Rajasthan,Medium,2023,2.0,13137.0,6568.5,0.0,0.0,0.0,0.0
C104586,37,Ahmedabad,Delhi,Low,2024,0.0,0.0,0.0,2.0,10.0,0.0,0.0
C104587,20,Delhi,Delhi,High,2024,0.0,0.0,0.0,3.0,51.0,0.0,0.0
C104588,54,Pune,Rajasthan,Medium,2024,1.0,7345.0,7345.0,3.0,50.0,265.0,264.0
C104589,57,Hyderabad,Gujarat,High,2023,2.0,6757.0,3378.5,0.0,0.0,863.0,397.0
C104590,25,Ahmedabad,Maharashtra,Low,2025,0.0,0.0,0.0,3.0,46.0,322.0,384.0
C104591,57,Bengaluru,Rajasthan,High,2024,1.0,4320.0,4320.0,4.0,63.0,618.0,490.0
C104592,40,Mumbai,West Bengal,Medium,2024,2.0,9980.0,4990.0,1.0,1.0,0.0,0.0
C104593,57,Jaipur,Delhi,Medium,2023,0.0,0.0,0.0,0.0,0.0,1192.0,837.0
C104594,28,Jaipur,Karnataka,Medium,2023,1.0,1497.0,1497.0,1.0,4.0,55.0,295.0
C104595,25,Delhi,Rajasthan,Medium,2022,1.0,4364.0,4364.0,1.0,4.0,165.0,358.0
C104596,46,Kolkata,Telangana,Low,2023,0.0,0.0,0.0,1.0,6.0,1273.0,530.0
C104597,47,Pune,West Bengal,High,2024,0.0,0.0,0.0,2.0,20.0,483.0,496.0
C104598,27,Ahmedabad,Telangana,Low,2023,1.0,7844.0,7844.0,0.0,0.0,0.0,0.0
C104599,56,Ahmedabad,West Bengal,Medium,2022,2.0,1651.0,825.5,0.0,0.0,0.0,0.0
C104600,45,Delhi,Delhi,High,2025,1.0,6265.0,6265.0,2.0,27.0,826.0,121.0
C104601,53,Hyderabad,West Bengal,Medium,2022,2.0,7776.0,3888.0,1.0,15.0,1667.0,918.0
C104602,30,Bengaluru,Maharashtra,High,2025,1.0,6131.0,6131.0,0.0,0.0,535.0,208.0
C104603,49,Kolkata,West Bengal,High,2025,1.0,6604.0,6604.0,1.0,4.0,2027.0,932.0
C104604,53,Kolkata,Gujarat,Medium,2024,0.0,0.0,0.0,1.0,22.0,1397.0,448.0
C104605,54,Ahmedabad,Rajasthan,Low,2023,1.0,1120.0,1120.0,0.0,0.0,0.0,0.0
C104606,43,Hyderabad,Tamil Nadu,Medium,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C104607,39,Hyderabad,Rajasthan,High,2022,3.0,10839.0,3613.0,1.0,18.0,124.0,108.0
C104608,21,Ahmedabad,Gujarat,Low,2023,0.0,0.0,0.0,0.0,0.0,531.0,317.0
C104609,48,Hyderabad,Tamil Nadu,Low,2025,1.0,123.0,123.0,0.0,0.0,608.0,508.0
C104610,35,Pune,Rajasthan,Low,2024,3.0,9895.0,3298.3333333333335,1.0,11.0,371.0,7.0
C104611,55,Delhi,Maharashtra,Low,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C104612,41,Mumbai,Delhi,High,2025,0.0,0.0,0.0,1.0,7.0,741.0,255.0
C104613,40,Nagpur,Delhi,High,2025,0.0,0.0,0.0,3.0,32.0,1009.0,218.0
C104614,39,Hyderabad,Rajasthan,Medium,2025,2.0,9207.0,4603.5,1.0,8.0,62.0,1.0
C104615,19,Ahmedabad,Karnataka,High,2025,1.0,6176.0,6176.0,1.0,3.0,0.0,0.0
C104616,48,Jaipur,Tamil Nadu,Medium,2023,2.0,11757.0,5878.5,2.0,25.0,0.0,0.0
C104617,28,Jaipur,Tamil Nadu,High,2025,1.0,5892.0,5892.0,3.0,32.0,1101.0,188.0
C104618,45,Pune,Telangana,Medium,2023,1.0,2603.0,2603.0,2.0,44.0,0.0,0.0
C104619,49,Pune,Delhi,Low,2024,2.0,12979.0,6489.5,1.0,12.0,1220.0,816.0
C104620,22,Pune,Maharashtra,Low,2023,0.0,0.0,0.0,0.0,0.0,442.0,492.0
C104621,55,Pune,Delhi,High,2025,0.0,0.0,0.0,2.0,36.0,0.0,0.0
C104622,27,Jaipur,Delhi,Low,2022,0.0,0.0,0.0,2.0,18.0,0.0,0.0
C104623,57,Pune,Karnataka,Medium,2022,1.0,7080.0,7080.0,0.0,0.0,11.0,402.0
C104624,41,Kolkata,West Bengal,Medium,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C104625,52,Chennai,West Bengal,Low,2022,0.0,0.0,0.0,0.0,0.0,1422.0,818.0
C104626,40,Jaipur,Maharashtra,Low,2024,0.0,0.0,0.0,1.0,23.0,1918.0,943.0
C104627,34,Jaipur,Karnataka,Low,2023,0.0,0.0,0.0,3.0,53.0,0.0,0.0
C104628,18,Bengaluru,Karnataka,High,2022,1.0,2086.0,2086.0,3.0,52.0,0.0,0.0
C104629,48,Jaipur,Rajasthan,Medium,2024,3.0,18522.0,6174.0,1.0,17.0,0.0,0.0
C104630,48,Chennai,Rajasthan,High,2023,1.0,2926.0,2926.0,1.0,8.0,286.0,206.0
C104631,59,Hyderabad,Rajasthan,High,2023,3.0,16819.0,5606.333333333333,2.0,32.0,816.0,166.0
C104632,59,Jaipur,Karnataka,Medium,2023,1.0,6193.0,6193.0,1.0,18.0,478.0,450.0
C104633,51,Kolkata,West Bengal,Medium,2023,1.0,5386.0,5386.0,0.0,0.0,255.0,226.0
C104634,26,Jaipur,Karnataka,Medium,2025,1.0,9106.0,9106.0,1.0,15.0,0.0,0.0
C104635,39,Hyderabad,Delhi,High,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C104636,30,Bengaluru,Rajasthan,Medium,2023,2.0,7842.0,3921.0,2.0,16.0,0.0,0.0
C104637,42,Nagpur,Rajasthan,Low,2023,0.0,0.0,0.0,1.0,16.0,701.0,92.0
C104638,35,Delhi,West Bengal,Medium,2022,0.0,0.0,0.0,1.0,7.0,0.0,0.0
C104639,29,Hyderabad,West Bengal,High,2022,0.0,0.0,0.0,1.0,12.0,693.0,450.0
C104640,57,Jaipur,Telangana,Low,2024,0.0,0.0,0.0,2.0,33.0,0.0,0.0
C104641,34,Delhi,Delhi,Low,2022,1.0,8715.0,8715.0,1.0,2.0,1143.0,514.0
C104642,32,Pune,Karnataka,High,2023,1.0,7402.0,7402.0,1.0,7.0,0.0,0.0
C104643,59,Mumbai,Rajasthan,High,2025,2.0,8411.0,4205.5,0.0,0.0,780.0,18.0
C104644,32,Nagpur,Karnataka,Medium,2022,3.0,22378.0,7459.333333333333,1.0,11.0,0.0,0.0
C104645,32,Hyderabad,Telangana,Low,2025,1.0,6184.0,6184.0,1.0,4.0,1892.0,1152.0
C104646,56,Delhi,Tamil Nadu,Medium,2023,1.0,8695.0,8695.0,0.0,0.0,1034.0,540.0
C104647,30,Chennai,Gujarat,Low,2022,0.0,0.0,0.0,2.0,25.0,0.0,0.0
C104648,34,Ahmedabad,Maharashtra,High,2025,2.0,9087.0,4543.5,1.0,14.0,0.0,0.0
C104649,49,Chennai,Rajasthan,Low,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C104650,26,Nagpur,Karnataka,Low,2024,0.0,0.0,0.0,1.0,8.0,314.0,158.0
C104651,57,Jaipur,Gujarat,Low,2024,1.0,9517.0,9517.0,0.0,0.0,0.0,0.0
C104652,37,Chennai,Karnataka,Medium,2024,2.0,12264.0,6132.0,1.0,5.0,199.0,392.0
C104653,43,Hyderabad,Delhi,Low,2025,0.0,0.0,0.0,1.0,17.0,0.0,0.0
C104654,44,Bengaluru,Karnataka,Medium,2025,0.0,0.0,0.0,0.0,0.0,882.0,498.0
C104655,38,Mumbai,Karnataka,Low,2025,2.0,15485.0,7742.5,3.0,41.0,0.0,0.0
C104656,35,Chennai,Maharashtra,Medium,2025,0.0,0.0,0.0,1.0,24.0,0.0,0.0
C104657,30,Mumbai,Gujarat,Medium,2024,3.0,12867.0,4289.0,0.0,0.0,1508.0,751.0
C104658,33,Hyderabad,Delhi,Low,2025,1.0,7998.0,7998.0,1.0,15.0,0.0,0.0
C104659,26,Pune,Gujarat,High,2022,2.0,5124.0,2562.0,1.0,18.0,210.0,320.0
C104660,29,Delhi,Tamil Nadu,High,2023,2.0,17238.0,8619.0,1.0,21.0,0.0,0.0
C104661,55,Nagpur,Karnataka,Low,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C104662,36,Hyderabad,Karnataka,Low,2025,1.0,5520.0,5520.0,0.0,0.0,855.0,392.0
C104663,24,Kolkata,Tamil Nadu,High,2025,2.0,15089.0,7544.5,2.0,24.0,0.0,0.0
C104664,52,Ahmedabad,Telangana,Medium,2024,3.0,8487.0,2829.0,1.0,9.0,835.0,644.0
C104665,35,Kolkata,Gujarat,High,2024,1.0,5645.0,5645.0,1.0,23.0,662.0,387.0
C104666,33,Kolkata,Rajasthan,High,2023,1.0,2665.0,2665.0,2.0,22.0,643.0,384.0
C104667,56,Mumbai,Tamil Nadu,High,2024,0.0,0.0,0.0,2.0,35.0,966.0,347.0
C104668,21,Chennai,Tamil Nadu,Medium,2022,3.0,15843.0,5281.0,1.0,18.0,319.0,467.0
C104669,42,Hyderabad,Rajasthan,High,2024,1.0,4646.0,4646.0,3.0,32.0,0.0,0.0
C104670,49,Jaipur,Delhi,Low,2024,2.0,13131.0,6565.5,1.0,18.0,0.0,0.0
C104671,57,Nagpur,West Bengal,Low,2023,1.0,6915.0,6915.0,0.0,0.0,406.0,378.0
C104672,30,Bengaluru,Tamil Nadu,Medium,2025,0.0,0.0,0.0,3.0,34.0,569.0,280.0
C104673,34,Kolkata,Delhi,Low,2024,2.0,3785.0,1892.5,1.0,10.0,0.0,0.0
C104674,54,Ahmedabad,West Bengal,Medium,2025,0.0,0.0,0.0,2.0,32.0,0.0,0.0
C104675,23,Chennai,Tamil Nadu,High,2022,0.0,0.0,0.0,2.0,13.0,572.0,385.0
C104676,36,Delhi,Gujarat,High,2025,0.0,0.0,0.0,2.0,29.0,1265.0,645.0
C104677,30,Hyderabad,Karnataka,Low,2024,2.0,11667.0,5833.5,2.0,26.0,0.0,0.0
C104678,43,Pune,Karnataka,Low,2025,1.0,1607.0,1607.0,1.0,10.0,321.0,9.0
C104679,31,Ahmedabad,West Bengal,High,2022,1.0,3256.0,3256.0,0.0,0.0,709.0,75.0
C104680,48,Mumbai,Telangana,High,2024,0.0,0.0,0.0,0.0,0.0,262.0,77.0
C104681,21,Nagpur,West Bengal,Low,2022,3.0,2719.0,906.3333333333334,1.0,24.0,1359.0,510.0
C104682,56,Kolkata,Gujarat,Medium,2024,0.0,0.0,0.0,1.0,23.0,879.0,411.0
C104683,25,Jaipur,Tamil Nadu,Medium,2023,1.0,2324.0,2324.0,0.0,0.0,782.0,266.0
C104684,42,Pune,Maharashtra,Medium,2022,1.0,6335.0,6335.0,0.0,0.0,785.0,928.0
C104685,30,Bengaluru,Tamil Nadu,Low,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C104686,49,Kolkata,West Bengal,Medium,2022,2.0,12488.0,6244.0,1.0,5.0,570.0,78.0
C104687,55,Jaipur,Rajasthan,Medium,2024,1.0,3145.0,3145.0,0.0,0.0,1142.0,640.0
C104688,55,Mumbai,Gujarat,High,2023,1.0,4603.0,4603.0,1.0,12.0,981.0,82.0
C104689,45,Mumbai,Maharashtra,High,2025,1.0,2352.0,2352.0,0.0,0.0,851.0,373.0
C104690,47,Chennai,Gujarat,High,2025,2.0,8160.0,4080.0,3.0,29.0,819.0,367.0
C104691,20,Delhi,Gujarat,High,2023,0.0,0.0,0.0,2.0,18.0,0.0,0.0
C104692,45,Bengaluru,West Bengal,High,2023,1.0,1629.0,1629.0,0.0,0.0,0.0,0.0
C104693,20,Delhi,Tamil Nadu,Low,2025,1.0,3484.0,3484.0,4.0,57.0,1143.0,975.0
C104694,51,Pune,Delhi,Medium,2022,0.0,0.0,0.0,2.0,20.0,689.0,104.0
C104695,33,Chennai,Karnataka,Medium,2023,1.0,5461.0,5461.0,0.0,0.0,150.0,488.0
C104696,39,Mumbai,Gujarat,Low,2025,0.0,0.0,0.0,1.0,21.0,0.0,0.0
C104697,49,Mumbai,Gujarat,Medium,2025,1.0,739.0,739.0,0.0,0.0,282.0,259.0
C104698,55,Kolkata,Maharashtra,Medium,2025,2.0,14003.0,7001.5,1.0,15.0,537.0,387.0
C104699,25,Hyderabad,Maharashtra,Medium,2022,1.0,3269.0,3269.0,0.0,0.0,0.0,0.0
C104700,25,Ahmedabad,Tamil Nadu,High,2022,1.0,2293.0,2293.0,0.0,0.0,0.0,0.0
C104701,23,Mumbai,Karnataka,High,2023,1.0,9664.0,9664.0,1.0,22.0,683.0,468.0
C104702,31,Nagpur,Gujarat,Low,2022,1.0,4812.0,4812.0,1.0,24.0,0.0,0.0
C104703,49,Ahmedabad,Telangana,High,2022,3.0,7059.0,2353.0,0.0,0.0,0.0,0.0
C104704,52,Kolkata,Maharashtra,Medium,2022,3.0,18588.0,6196.0,1.0,15.0,192.0,55.0
C104705,27,Nagpur,Karnataka,Low,2022,0.0,0.0,0.0,1.0,5.0,437.0,559.0
C104706,20,Ahmedabad,Karnataka,Medium,2023,0.0,0.0,0.0,2.0,24.0,0.0,0.0
C104707,29,Delhi,Rajasthan,Medium,2022,5.0,16883.0,3376.6,1.0,19.0,939.0,84.0
C104708,48,Ahmedabad,Rajasthan,Low,2023,1.0,3487.0,3487.0,0.0,0.0,540.0,478.0
C104709,46,Chennai,Gujarat,Medium,2023,0.0,0.0,0.0,0.0,0.0,418.0,90.0
C104710,22,Mumbai,Maharashtra,Low,2022,1.0,6303.0,6303.0,0.0,0.0,1200.0,461.0
C104711,42,Chennai,Delhi,Low,2022,0.0,0.0,0.0,2.0,18.0,0.0,0.0
C104712,58,Hyderabad,West Bengal,Medium,2023,1.0,8070.0,8070.0,1.0,24.0,835.0,43.0
C104713,48,Delhi,Delhi,Medium,2023,2.0,7293.0,3646.5,0.0,0.0,113.0,98.0
C104714,38,Pune,Tamil Nadu,Medium,2023,0.0,0.0,0.0,1.0,20.0,51.0,214.0
C104715,37,Kolkata,Gujarat,Medium,2025,1.0,9219.0,9219.0,1.0,19.0,688.0,902.0
C104716,56,Mumbai,West Bengal,Low,2022,0.0,0.0,0.0,1.0,21.0,1109.0,705.0
C104717,39,Pune,West Bengal,High,2025,0.0,0.0,0.0,1.0,20.0,0.0,0.0
C104718,21,Pune,Tamil Nadu,Medium,2025,0.0,0.0,0.0,0.0,0.0,359.0,307.0
